Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry
RP,"RealPage, Inc.",21.72,$1.74B,2010,Technology,Computer Software: Prepackaged Software
UTES,Reaves Utilities ETF,30.0752,n/a,n/a,n/a,n/a
DAX,Recon Capital DAX Germany ETF,24.36,$14.62M,n/a,n/a,n/a
QYLD,Recon Capital NASDAQ-100 Covered Call ETF,21.7,$17.36M,n/a,n/a,n/a
RCON,"Recon Technology, Ltd.",1.25,$7.26M,2009,Energy,Oilfield Services/Equipment
REPH,"Recro Pharma, Inc.",6.66,$62.06M,2014,Health Care,Major Pharmaceuticals
RRGB,"Red Robin Gourmet Burgers, Inc.",62.43,$850.95M,2002,Consumer Services,Restaurants
RRR,"Red Rock Resorts, Inc.",19.23,$2.23B,2016,Consumer Services,Hotels/Resorts
RDHL,Redhill Biopharma Ltd.,11.59,$147.33M,n/a,Health Care,Major Pharmaceuticals
REGN,"Regeneron Pharmaceuticals, Inc.",371.86,$39.07B,1991,Health Care,Major Pharmaceuticals
RGNX,REGENXBIO Inc.,11.07,$291.57M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DFVL,region,71.1,$2.13M,n/a,Finance,Commercial Banks
DFVS,region,26.732,$1.35M,n/a,Finance,Commercial Banks
DGLD,region,49.84,$6.78M,n/a,Finance,Investment Bankers/Brokers/Service
DLBL,region,80.1,$4.51M,n/a,Finance,Commercial Banks
DLBS,region,15.07,$12.5M,n/a,Finance,Commercial Banks
DSLV,region,30.6811,$17.39M,n/a,Finance,Investment Bankers/Brokers/Service
DTUL,region,66.075,$4.73M,n/a,Finance,Commercial Banks
DTUS,region,29.19,$10.92M,n/a,Finance,Commercial Banks
DTYL,region,81.76,$5.89M,n/a,Finance,Commercial Banks
DTYS,region,13.64,$42.84M,n/a,Finance,Commercial Banks
FLAT,region,62.7,$5.2M,n/a,Finance,Commercial Banks
SLVO,region,10.22,$8.69M,n/a,Finance,Investment Bankers/Brokers/Service
STPP,region,31.71,$12.91M,n/a,Finance,Commercial Banks
TAPR,region,22.49,n/a,n/a,Finance,Commercial Banks
TVIX,region,3.15,$43.86M,n/a,Finance,Investment Bankers/Brokers/Service
TVIZ,region,12.39,"$526,475.88 ",n/a,Finance,Investment Bankers/Brokers/Service
UGLD,region,12.38,$12.2M,n/a,Finance,Investment Bankers/Brokers/Service
USLV,region,17.99,$35.3M,n/a,Finance,Investment Bankers/Brokers/Service
VIIX,region,20.76,$3.49M,n/a,Finance,Investment Bankers/Brokers/Service
VIIZ,region,15.44,$1.93M,n/a,Finance,Investment Bankers/Brokers/Service
XIV,region,28.4,$440.59M,n/a,Finance,Investment Bankers/Brokers/Service
ZIV,region,39.44,$36.28M,n/a,Finance,Investment Bankers/Brokers/Service
RGLS,Regulus Therapeutics Inc.,5.33,$281.32M,2012,Health Care,Major Pharmaceuticals
REIS,"Reis, Inc",24.98,$282.68M,n/a,Miscellaneous,Business Services
RELV,"Reliv&#39; International, Inc.",0.66,$8.53M,n/a,Health Care,Major Pharmaceuticals
RLYP,"Relypsa, Inc.",13.8,$617.52M,2013,Health Care,Major Pharmaceuticals
MARK,"Remark Media, Inc.",4.57,$90.69M,n/a,Consumer Services,Telecommunications Equipment
RNST,Renasant Corporation,33.13,$1.34B,n/a,Finance,Major Banks
REGI,"Renewable Energy Group, Inc.",9.51,$416.9M,2012,Basic Industries,Major Chemicals
RNVA,"Rennova Health, Inc.",0.6296,$9.31M,n/a,Technology,EDP Services
RNVAW,"Rennova Health, Inc.",n/a,n/a,n/a,Technology,EDP Services
RCII,Rent-A-Center Inc.,13.08,$694.44M,1995,Technology,Diversified Commercial Services
RTK,"Rentech, Inc.",2.78,$64.04M,1991,Basic Industries,Agricultural Chemicals
RGEN,Repligen Corporation,26.12,$878.64M,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RPRX,Repros Therapeutics Inc.,2.13,$51.8M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RBCAA,"Republic Bancorp, Inc.",27.18,$568.18M,1998,Finance,Major Banks
FRBK,"Republic First Bancorp, Inc.",4.65,$176.21M,n/a,Finance,Major Banks
RSAS,RESAAS Services Inc.,n/a,n/a,n/a,n/a,n/a
REFR,Research Frontiers Incorporated,4.29,$103.15M,n/a,Miscellaneous,Multi-Sector Companies
RESN,Resonant Inc.,4.54,$33.55M,2014,Technology,Semiconductors
REXI,"Resource America, Inc.",6.11,$126.83M,n/a,Finance,Finance/Investors Services
RECN,"Resources Connection, Inc.",14.9,$547.73M,2000,Miscellaneous,Business Services
ROIC,Retail Opportunity Investments Corp.,20.46,$2.05B,n/a,Consumer Services,Real Estate Investment Trusts
SALE,"RetailMeNot, Inc.",7.28,$354.77M,2013,Consumer Services,Advertising
RTRX,"Retrophin, Inc.",15.31,$561.52M,n/a,Health Care,Major Pharmaceuticals
RVNC,"Revance Therapeutics, Inc.",17.12,$486.78M,2014,Health Care,Major Pharmaceuticals
RBIO,"rEVO Biologics, Inc.",n/a,n/a,n/a,n/a,n/a
RVLT,"Revolution Lighting Technologies, Inc.",5.25,$83.99M,n/a,Consumer Durables,Building Products
RWLK,ReWalk Robotics Ltd,9.58,$118.22M,2014,Health Care,Industrial Specialties
REXX,Rex Energy Corporation,0.76,$43.28M,2007,Energy,Oil & Gas Production
RFIL,"RF Industries, Ltd.",2.3,$20.07M,n/a,Capital Goods,Electrical Products
RGCO,RGC Resources Inc.,22.6,$107.75M,n/a,Public Utilities,Oil & Gas Production
RIBT,RiceBran Technologies,1.34,$14.05M,n/a,Consumer Non-Durables,Packaged Foods
RIBTW,RiceBran Technologies,0.4,n/a,n/a,Consumer Non-Durables,Packaged Foods
RELL,"Richardson Electronics, Ltd.",5.25,$67.43M,1983,Consumer Non-Durables,Electronic Components
RIGL,"Rigel Pharmaceuticals, Inc.",2.38,$219.3M,2000,Health Care,Major Pharmaceuticals
NAME,"Rightside Group, Ltd.",8.97,$172.19M,n/a,Miscellaneous,Business Services
RNET,"RigNet, Inc.",14.45,$256.6M,2010,Consumer Services,Telecommunications Equipment
RITT,RIT Technologies Ltd.,0.2713,$4.22M,1997,Consumer Durables,Telecommunications Equipment
RITTW,RIT Technologies Ltd.,0.04,n/a,n/a,Consumer Durables,Telecommunications Equipment
RTTR,"Ritter Pharmaceuticals, Inc.",1.79,$15.37M,2015,Health Care,Major Pharmaceuticals
RVSB,Riverview Bancorp Inc,4.44,$99.94M,n/a,Finance,Savings Institutions
RLJE,"RLJ Entertainment, Inc.",0.6,$8.48M,n/a,Consumer Services,Movies/Entertainment
RMGN,RMG Networks Holding Corporation,0.94,$34.67M,n/a,Miscellaneous,Business Services
ROBO,ROBO Global Robotics and Automation Index ETF,24.6099,$113.21M,n/a,n/a,n/a
FUEL,Rocket Fuel Inc.,2.57,$112.12M,2013,Technology,"Computer Software: Programming, Data Processing"
RMTI,"Rockwell Medical, Inc.",8.45,$435.4M,1998,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
RCKY,"Rocky Brands, Inc.",11.71,$88.85M,1993,Consumer Non-Durables,Shoe Manufacturing
RMCF,"Rocky Mountain Chocolate Factory, Inc.",10.196,$59.54M,n/a,Consumer Non-Durables,Specialty Foods
RSTI,"Rofin-Sinar Technologies, Inc.",31.75,$905.11M,1996,Miscellaneous,Industrial Machinery/Components
ROKA,"Roka Bioscience, Inc.",0.589,$10.53M,2014,Capital Goods,Biotechnology: Laboratory Analytical Instruments
ROSG,Rosetta Genomics Ltd.,1.17,$24M,2007,Health Care,Major Pharmaceuticals
ROST,"Ross Stores, Inc.",54.44,$21.85B,1985,Consumer Services,Clothing/Shoe/Accessory Stores
ROVI,Rovi Corporation,16.22,$1.35B,n/a,Miscellaneous,Multi-Sector Companies
RBPAA,"Royal Bancshares of Pennsylvania, Inc.",2.9,$81.03M,n/a,Finance,Major Banks
RGLD,"Royal Gold, Inc.",58.59,$3.83B,n/a,Basic Industries,Precious Metals
RPXC,RPX Corporation,9.38,$482.18M,2011,Miscellaneous,Multi-Sector Companies
RRM,RR Media Ltd.,13.12,$230.09M,n/a,Consumer Services,Telecommunications Equipment
RTIX,"RTI Surgical, Inc.",4,$232.11M,2000,Health Care,Industrial Specialties
RBCN,"Rubicon Technology, Inc.",0.6739,$18.01M,2007,Technology,Semiconductors
RUSHA,"Rush Enterprises, Inc.",19.31,$781.87M,n/a,Consumer Durables,Automotive Aftermarket
RUSHB,"Rush Enterprises, Inc.",19.03,$770.54M,n/a,Consumer Durables,Automotive Aftermarket
RUTH,"Ruth&#39;s Hospitality Group, Inc.",16.65,$561.87M,2005,Consumer Services,Restaurants
RXII,RXI Pharmaceuticals Corporation,2.08,$1.36M,n/a,Health Care,Major Pharmaceuticals
RYAAY,Ryanair Holdings plc,79.33,$20.93B,1997,Transportation,Air Freight/Delivery Services
STBA,"S&T Bancorp, Inc.",24.73,$863.11M,n/a,Finance,Major Banks
SANW,S&W Seed Company,4.4,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling
SBRA,"Sabra Healthcare REIT, Inc.",21.2,$1.38B,n/a,Consumer Services,Real Estate Investment Trusts
SBRAP,"Sabra Healthcare REIT, Inc.",26.582,$152.85M,n/a,Consumer Services,Real Estate Investment Trusts
SABR,Sabre Corporation,29.13,$8.07B,2014,Technology,"Computer Software: Programming, Data Processing"
SAEX,"SAExploration Holdings, Inc.",0.621,$10.84M,n/a,Energy,Oil & Gas Production
SAFT,"Safety Insurance Group, Inc.",59.47,$901.47M,2002,Finance,Property-Casualty Insurers
SAGE,"Sage Therapeutics, Inc.",32.8,$1.05B,2014,Health Care,Major Pharmaceuticals
SGNT,"Sagent Pharmaceuticals, Inc.",11.25,$369.44M,2011,Health Care,Major Pharmaceuticals
SAIA,"Saia, Inc.",26.77,$674.24M,n/a,Transportation,Trucking Freight/Courier Services
SAJA,"Sajan, Inc.",4.67,$22.34M,n/a,Miscellaneous,Business Services
SALM,"Salem Media Group, Inc.",6.8,$173.48M,1999,Consumer Services,Broadcasting
SAL,"Salisbury Bancorp, Inc.",30.01,$82.63M,n/a,Finance,Savings Institutions
SAFM,"Sanderson Farms, Inc.",93.64,$2.11B,1987,Consumer Non-Durables,Meat/Poultry/Fish
SNDK,SanDisk Corporation,76.18,$15.46B,1995,Technology,Electronic Components
SASR,"Sandy Spring Bancorp, Inc.",27.57,$657.93M,n/a,Finance,Major Banks
SGMO,"Sangamo BioSciences, Inc.",6.02,$424.36M,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SANM,Sanmina Corporation,24.7,$1.82B,1993,Technology,Electrical Products
GCVRZ,Sanofi,0.16,n/a,n/a,Health Care,Major Pharmaceuticals
SPNS,Sapiens International Corporation N.V.,11.9,$580.24M,1992,Technology,Computer Software: Prepackaged Software
SRPT,"Sarepta Therapeutics, Inc.",17.53,$802.43M,n/a,Health Care,Major Pharmaceuticals
SBFG,"SB Financial Group, Inc.",10.44,$51.15M,n/a,Finance,Major Banks
SBFGP,"SB Financial Group, Inc.",11.19,n/a,n/a,Finance,Major Banks
SBAC,SBA Communications Corporation,101.67,$12.73B,1999,Consumer Services,Telecommunications Equipment
SCSC,"ScanSource, Inc.",40.15,$1.05B,n/a,Technology,Retail: Computer Software & Peripheral Equipment
SMIT,"Schmitt Industries, Inc.",2.15,$6.44M,n/a,Capital Goods,Industrial Machinery/Components
SCHN,"Schnitzer Steel Industries, Inc.",17,$454.85M,1993,Consumer Durables,Industrial Specialties
SCHL,Scholastic Corporation,36.51,$1.25B,1992,Consumer Services,Books
SCLN,"SciClone Pharmaceuticals, Inc.",12.59,$624.77M,1992,Health Care,Major Pharmaceuticals
SGMS,Scientific Games Corp,8.79,$767.92M,n/a,Technology,EDP Services
SQI,"SciQuest, Inc.",13.37,$371.8M,2010,Technology,Computer Software: Prepackaged Software
SNI,"Scripps Networks Interactive, Inc",66.25,$8.54B,n/a,Consumer Services,Television Services
SCYX,"SCYNEXIS, Inc.",3.81,$52.98M,2014,Health Care,Major Pharmaceuticals
SEAC,"SeaChange International, Inc.",3.44,$118.19M,1996,Technology,Radio And Television Broadcasting And Communications Equipment
SBCF,Seacoast Banking Corporation of Florida,16.36,$566.52M,n/a,Finance,Major Banks
STX,Seagate Technology PLC,18.72,$5.59B,2002,Technology,Electronic Components
SHIP,Seanergy Maritime Holdings Corp,2.39,$1.9M,n/a,Transportation,Marine Transportation
SRSC,Sears Canada Inc. ,3.55,$361.67M,n/a,Consumer Services,Department/Specialty Retail Stores
SHLD,Sears Holdings Corporation,12.75,$1.36B,n/a,Consumer Services,Department/Specialty Retail Stores
SHLDW,Sears Holdings Corporation,5.1,n/a,n/a,Consumer Services,Department/Specialty Retail Stores
SHOS,"Sears Hometown and Outlet Stores, Inc.",6.41,$145.63M,n/a,Consumer Services,Department/Specialty Retail Stores
SPNE,SeaSpine Holdings Corporation,13.79,$153.09M,n/a,Health Care,Medical/Dental Instruments
SGEN,"Seattle Genetics, Inc.",33.7,$4.72B,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EYES,"Second Sight Medical Products, Inc.",4.25,$153.16M,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SCWX,SecureWorks Corp.,12.72,$1.03B,2016,Technology,Computer Software: Prepackaged Software
SNFCA,Security National Financial Corporation,4.76,$70.7M,n/a,Finance,Finance: Consumer Services
SEIC,SEI Investments Company,48.42,$7.84B,1981,Finance,Investment Bankers/Brokers/Service
SLCT,"Select Bancorp, Inc.",8.08,$93.6M,n/a,Finance,Major Banks
SCSS,Select Comfort Corporation,24.33,$1.18B,1998,Consumer Durables,Home Furnishings
SIGI,"Selective Insurance Group, Inc.",35.74,$2.06B,n/a,Finance,Property-Casualty Insurers
LEDS,SemiLEDS Corporation,1.8199,$5.29M,2010,Technology,Semiconductors
SMLR,"Semler Scientific, Inc.",1.68,$8.61M,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SMTC,Semtech Corporation,21.86,$1.43B,n/a,Technology,Semiconductors
SENEA,Seneca Foods Corp.,31.84,$314.38M,n/a,Consumer Non-Durables,Packaged Foods
SENEB,Seneca Foods Corp.,33.5,$330.77M,n/a,Consumer Non-Durables,Packaged Foods
SNMX,"Senomyx, Inc.",2.31,$103.4M,2004,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SRTS,"Sensus Healthcare, Inc.",n/a,n/a,n/a,n/a,n/a
SQNM,"Sequenom, Inc.",1.1,$131.14M,2000,Capital Goods,Industrial Machinery/Components
SQBG,"Sequential Brands Group, Inc.",6.45,$399.18M,n/a,Consumer Non-Durables,Apparel
MCRB,"Seres Therapeutics, Inc.",25.33,$992.61M,2015,Health Care,Major Pharmaceuticals
SREV,"ServiceSource International, Inc.",3.78,$325.79M,2011,Miscellaneous,Business Services
SFBS,"ServisFirst Bancshares, Inc.",49.4,$1.29B,2014,Finance,Major Banks
SEV,"Sevcon, Inc.",10.451,$44.27M,n/a,Energy,Industrial Machinery/Components
SVBI,Severn Bancorp Inc,5.7,$57.51M,n/a,Finance,Major Banks
SGOC,"SGOCO Group, Ltd",3.5,"$962,220 ",2010,Technology,Radio And Television Broadcasting And Communications Equipment
SMED,Sharps Compliance Corp,4.25,$65.64M,n/a,Basic Industries,Environmental Services
SHSP,"SharpSpring, Inc.",4.35,$31.68M,n/a,Technology,Advertising
SHEN,Shenandoah Telecommunications Co,30.27,$1.48B,n/a,Public Utilities,Telecommunications Equipment
SHLO,"Shiloh Industries, Inc.",6.62,$114.79M,1993,Capital Goods,Industrial Specialties
SCCI,"Shimmick Construction Company, Inc.",n/a,n/a,n/a,n/a,n/a
SHPG,Shire plc,178.03,$35.14B,n/a,Health Care,Major Pharmaceuticals
SCVL,"Shoe Carnival, Inc.",24.39,$483.11M,1993,Consumer Services,Clothing/Shoe/Accessory Stores
SHBI,Shore Bancshares Inc,11.82,$149.46M,n/a,Finance,Major Banks
SHOR,"ShoreTel, Inc.",6.29,$419.47M,2007,Public Utilities,Telecommunications Equipment
SFLY,"Shutterfly, Inc.",46.89,$1.62B,2006,Miscellaneous,Other Consumer Services
SIFI,"SI Financial Group, Inc.",13.96,$170.55M,n/a,Finance,Savings Institutions
SIEB,Siebert Financial Corp.,1.2,$26.5M,n/a,Finance,Investment Bankers/Brokers/Service
SIEN,"Sientra, Inc.",6.73,$121.63M,2014,Health Care,Industrial Specialties
BSRR,Sierra Bancorp,17.01,$225.7M,n/a,Finance,Major Banks
SWIR,"Sierra Wireless, Inc.",18.38,$586.43M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment
SIFY,Sify Technologies Limited,1.11,$198.17M,n/a,Technology,"Computer Software: Programming, Data Processing"
SIGM,"Sigma Designs, Inc.",6.47,$238.83M,1986,Technology,Semiconductors
SGMA,"SigmaTron International, Inc.",6.06,$25.28M,1994,Technology,Electrical Products
SGNL,"Signal Genetics, Inc.",0.6256,$6.7M,2014,Health Care,Medical Specialities
SBNY,Signature Bank,133.18,$7.09B,2004,Finance,Major Banks
SBNYW,Signature Bank,111,n/a,n/a,Finance,Major Banks
SLGN,Silgan Holdings Inc.,51.61,$3.12B,1997,Consumer Durables,Containers/Packaging
SILC,Silicom Ltd,26.8,$195.95M,n/a,Technology,Computer Communications Equipment
SGI,Silicon Graphics International Corp,4.64,$168.33M,n/a,Technology,Computer Manufacturing
SLAB,"Silicon Laboratories, Inc.",46.56,$1.94B,2000,Technology,Semiconductors
SIMO,Silicon Motion Technology Corporation,40.41,$1.41B,2005,Technology,Semiconductors
SPIL,"Siliconware Precision Industries Company, Ltd.",6.8,$4.24B,n/a,Technology,Semiconductors
SRAQ,Silver Run Acquisition Corporation,10.0001,$625.01M,2016,Finance,Business Services
SRAQU,Silver Run Acquisition Corporation,10.25,n/a,2016,Finance,Business Services
SRAQW,Silver Run Acquisition Corporation,1.4899,n/a,2016,Finance,Business Services
SSRI,Silver Standard Resources Inc.,8.77,$708.85M,n/a,Basic Industries,Precious Metals
SAMG,Silvercrest Asset Management Group Inc.,12.52,$156.63M,2013,Finance,Investment Managers
SFNC,Simmons First National Corporation,45.25,$1.37B,n/a,Finance,Major Banks
SLP,"Simulations Plus, Inc.",9.16,$155.99M,n/a,Technology,EDP Services
SINA,Sina Corporation,49.83,$3.48B,n/a,Technology,Computer Software: Prepackaged Software
SBGI,"Sinclair Broadcast Group, Inc.",32.7,$3.1B,1995,Consumer Services,Broadcasting
SINO,"Sino-Global Shipping America, Ltd.",0.769,$6.63M,n/a,Transportation,Oil Refining/Marketing
SVA,"Sinovac Biotech, Ltd.",5.94,$338.02M,n/a,Health Care,Major Pharmaceuticals
SIRI,Sirius XM Holdings Inc.,3.93,$19.49B,n/a,Consumer Services,Broadcasting
SRVA,"SIRVA, Inc.",n/a,n/a,n/a,n/a,n/a
SITO,"SITO Mobile, Ltd.",3,$51.47M,n/a,Miscellaneous,Business Services
SZMK,Sizmek Inc.,2.58,$75.13M,n/a,Consumer Services,Advertising
SKUL,"Skullcandy, Inc.",3.77,$107.63M,2011,Consumer Non-Durables,Consumer Electronics/Appliances
SKYS,"Sky Solar Holdings, Ltd.",2.92,$142.36M,2014,Public Utilities,Electric Utilities: Central
SKLN,Skyline Medical Inc.,0.19,$9.48M,n/a,Health Care,Industrial Specialties
MOBI,Sky-mobi Limited,1.82,$51.38M,2010,Technology,Computer Software: Prepackaged Software
SPU,"SkyPeople Fruit Juice, Inc.",n/a,n/a,n/a,Consumer Non-Durables,Packaged Foods
SKYW,"SkyWest, Inc.",24.12,$1.24B,1986,Transportation,Air Freight/Delivery Services
SWKS,"Skyworks Solutions, Inc.",64.59,$12.29B,n/a,Technology,Semiconductors
ISM,SLM Corporation,23.8129,n/a,n/a,Finance,Finance: Consumer Services
JSM,SLM Corporation,20.19,n/a,n/a,Finance,Finance: Consumer Services
OSM,SLM Corporation,24.49,n/a,n/a,Finance,Finance: Consumer Services
SLM,SLM Corporation,6.5,$2.78B,n/a,Finance,Finance: Consumer Services
SLMAP,SLM Corporation,47.3716,$156.33M,n/a,Finance,Finance: Consumer Services
SLMBP,SLM Corporation,47,$188M,n/a,Finance,Finance: Consumer Services
SMT,SMART Technologies Inc.,0.4228,$51.76M,n/a,Technology,Computer peripheral equipment
SMBK,"SmartFinancial, Inc.",16,$92.9M,n/a,Finance,Major Banks
SWHC,Smith & Wesson Holding Corporation,22.76,$1.25B,n/a,Capital Goods,Ordnance And Accessories
SMSI,"Smith Micro Software, Inc.",0.78,$36.64M,1995,Technology,Computer Software: Prepackaged Software
SMTX,SMTC Corporation,1.48,$24.44M,2000,Technology,Electrical Products
LNCE,"Snyder&#39;s-Lance, Inc.",31.52,$2.24B,n/a,Consumer Non-Durables,Specialty Foods
SODA,SodaStream International Ltd.,18.53,$391.06M,2010,Consumer Durables,Consumer Electronics/Appliances
SOHU,Sohu.com Inc.,41.01,$1.59B,n/a,Technology,EDP Services
SLRC,Solar Capital Ltd.,18.4,$777.37M,2010,n/a,n/a
SUNS,Solar Senior Capital Ltd.,15.5,$178.77M,n/a,n/a,n/a
SCTY,SolarCity Corporation,18.69,$1.83B,2012,Basic Industries,Engineering & Construction
SEDG,"SolarEdge Technologies, Inc.",19.1,$768.21M,2015,Technology,Semiconductors
SONC,Sonic Corp.,31.85,$1.55B,1991,Consumer Services,Restaurants
SOFO,"Sonic Foundry, Inc.",6.7299,$29.41M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment
SONS,"Sonus Networks, Inc.",8.56,$424.5M,n/a,Technology,EDP Services
SPHS,"Sophiris Bio, Inc.",1.12,$19.31M,2013,n/a,n/a
SORL,"SORL Auto Parts, Inc.",1.648,$31.81M,n/a,Capital Goods,Auto Parts:O.E.M.
SRNE,"Sorrento Therapeutics, Inc.",5.43,$208.33M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SOHO,Sotherly Hotels Inc.,5.565,$83.19M,n/a,Consumer Services,Real Estate Investment Trusts
SOHOL,Sotherly Hotels LP,25.42,n/a,n/a,Consumer Services,Hotels/Resorts
SOHOM,Sotherly Hotels LP,25.6,n/a,n/a,Consumer Services,Hotels/Resorts
SFBC,"Sound Financial Bancorp, Inc.",23.74,$58.91M,n/a,Finance,Savings Institutions
SSB,South State Corporation,68.64,$1.66B,n/a,Finance,Major Banks
SOCB,Southcoast Financial Corporation,13.62,$96.75M,n/a,Finance,Major Banks
SFST,"Southern First Bancshares, Inc.",25.4,$161.14M,n/a,Finance,Major Banks
SMBC,"Southern Missouri Bancorp, Inc.",24.75,$184.1M,n/a,Finance,Banks
SONA,"Southern National Bancorp of Virginia, Inc.",12.11,$148.21M,n/a,Finance,Major Banks
SBSI,"Southside Bancshares, Inc.",29.26,$730.61M,n/a,Finance,Major Banks
OKSB,"Southwest Bancorp, Inc.",15.53,$295.33M,1993,Finance,Major Banks
SP,SP Plus Corporation,22.28,$498.07M,n/a,Consumer Services,Rental/Leasing Companies
SPAN,"Span-America Medical Systems, Inc.",17.14,$46.71M,1983,Health Care,Industrial Specialties
SBSA,"Spanish Broadcasting System, Inc.",3.72,$24.21M,1999,Consumer Services,Broadcasting
SGRP,"SPAR Group, Inc.",1.048,$21.55M,n/a,Miscellaneous,Business Services
SPKE,"Spark Energy, Inc.",30.5,$422.99M,2014,Public Utilities,Power Generation
ONCE,"Spark Therapeutics, Inc.",35.23,$965.24M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SPAR,"Spartan Motors, Inc.",5.94,$204.58M,n/a,Capital Goods,Auto Manufacturing
SPTN,SpartanNash Company,n/a,n/a,n/a,Consumer Non-Durables,Food Distributors
SPPI,"Spectrum Pharmaceuticals, Inc.",7.31,$498.28M,n/a,Health Care,Major Pharmaceuticals
ANY,Sphere 3D Corp.,1.14,$51.53M,n/a,Technology,EDP Services
SPEX,Spherix Incorporated,1.9,$5.6M,n/a,Miscellaneous,Multi-Sector Companies
SPI,"SPI Energy Co., Ltd.",8,$5.02B,n/a,Technology,Semiconductors
SAVE,"Spirit Airlines, Inc.",40.61,$2.89B,2011,Transportation,Air Freight/Delivery Services
SPLK,Splunk Inc.,48.18,$6.38B,2012,Technology,Computer Software: Prepackaged Software
SPOK,"Spok Holdings, Inc.",17.13,$352.95M,n/a,Public Utilities,Telecommunications Equipment
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",n/a,n/a,2014,Consumer Services,Other Specialty Stores
SBPH,"Spring Bank Pharmaceuticals, Inc.",10.6,$75.17M,2016,Health Care,Major Pharmaceuticals
FUND,"Sprott Focus Trust, Inc.",6.29,$142.98M,n/a,n/a,n/a
SFM,"Sprouts Farmers Market, Inc.",25.87,$3.9B,2013,Consumer Services,Food Chains
SPSC,"SPS Commerce, Inc.",n/a,n/a,2010,Technology,Computer Software: Prepackaged Software
SSNC,"SS&C Technologies Holdings, Inc.",59.52,$6.04B,2010,Technology,Computer Software: Prepackaged Software
STAA,STAAR Surgical Company,7.44,$298.79M,n/a,Health Care,Ophthalmic Goods
STAF,"Staffing 360 Solutions, Inc.",2.4113,$13.59M,1996,Technology,Professional Services
STMP,Stamps.com Inc.,82.56,$1.38B,1999,Miscellaneous,Business Services
STLY,"Stanley Furniture Company, Inc.",2.55,$37.48M,n/a,Consumer Durables,Home Furnishings
SPLS,"Staples, Inc.",8.46,$5.46B,1989,Consumer Services,Other Specialty Stores
SBLK,Star Bulk Carriers Corp.,0.767,$168.05M,n/a,Transportation,Marine Transportation
SBLKL,Star Bulk Carriers Corp.,14.18,n/a,n/a,Transportation,Marine Transportation
SBUX,Starbucks Corporation,56.23,$82.37B,1992,Consumer Services,Restaurants
STRZA,Starz,27.48,$2.7B,n/a,Consumer Services,Television Services
STRZB,Starz,27.5,$2.71B,n/a,Consumer Services,Television Services
STFC,State Auto Financial Corporation,20.79,$864.29M,1991,Finance,Property-Casualty Insurers
STBZ,State Bank Financial Corporation.,20.55,$757.92M,n/a,Finance,Major Banks
SNC,"State National Companies, Inc.",11.35,$482.48M,n/a,Finance,Property-Casualty Insurers
STDY,SteadyMed Ltd.,2.99,$40.62M,2015,Health Care,Major Pharmaceuticals
GASS,"StealthGas, Inc.",4.46,$180.71M,2005,Transportation,Marine Transportation
STLD,"Steel Dynamics, Inc.",24.24,$5.9B,1996,Basic Industries,Steel/Iron Ore
SMRT,"Stein Mart, Inc.",6.11,$283.35M,1992,Consumer Services,Clothing/Shoe/Accessory Stores
SBOT,"Stellar Biotechnologies, Inc.",3.18,$26.87M,n/a,Health Care,Major Pharmaceuticals
STEM,"StemCells, Inc.",3.41,$31.97M,1992,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
STML,"Stemline Therapeutics, Inc.",5.66,$107.57M,2013,Health Care,Major Pharmaceuticals
STXS,"Stereotaxis, Inc.",1.25,$27.03M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SRCL,"Stericycle, Inc.",94.51,$8B,1996,Basic Industries,Environmental Services
SRCLP,"Stericycle, Inc.",77,n/a,n/a,Basic Industries,Environmental Services
STRL,Sterling Construction Company Inc,4.82,$95.29M,n/a,Basic Industries,Military/Government/Technical
SHOO,"Steven Madden, Ltd.",32.4,$2B,1993,Consumer Non-Durables,Shoe Manufacturing
SSFN,Stewardship Financial Corp,5.75,$35.15M,n/a,Finance,Major Banks
SYBT,"Stock Yards Bancorp, Inc.",40.21,$602.58M,n/a,Finance,Major Banks
BANX,StoneCastle Financial Corp,16.93,$110.23M,n/a,n/a,n/a
SGBK,Stonegate Bank,30.94,$391.33M,n/a,n/a,n/a
SSKN,"Strata Skin Sciences, Inc.",0.92,$9.66M,n/a,Health Care,Medical/Dental Instruments
SSYS,"Stratasys, Ltd.",21.14,$1.1B,1994,Technology,Computer peripheral equipment
