	Date	Price	Signal		
	8/4/2014	70.52	BUY		102.88
	7/23/2014	75.31	SELL		103.09
	7/18/2014	74.33	BUY		101.95
	7/8/2014	74.2499	SELL		102.15
	6/30/2014	71.36	BUY		98.37
	6/24/2014	70.67	SELL		98.57
	6/3/2014	71.41	BUY		99.8
	† Trade commissions are taken as 0.20%.				
	AVGO				
	6 mo.				
	12 mo.				
	24 mo.				
	Date				
	Price				
	Signal				
					
	5/19/2016	11.12	BUY		296.49
	5/6/2016	12.825	SELL		297.08
	4/25/2016	12.165	BUY		282.36
	4/18/2016	12.7	SELL		282.93
	3/31/2016	9.0299	BUY		201.57
	2/29/2016	15.89	SELL		201.97
	2/25/2016	15.98	BUY		203.52
	2/23/2016	15.11	SELL		203.93
	2/19/2016	15.17	BUY		205.15
	2/5/2016	14.09	SHORT		223.07
	2/3/2016	14.52	BUY		230.8
	1/4/2016	21.12	SELL		231.26
	12/15/2015	16.93	BUY		185.75
	12/4/2015	16.93	SELL		186.12
	11/13/2015	15.8025	BUY		174.07
	11/6/2015	16.48	SELL		174.42
	11/4/2015	17.02	BUY		180.5
	10/22/2015	17.405	SELL		180.86
	10/19/2015	16.39	BUY		170.65
	10/13/2015	15.981	SELL		170.99
	9/18/2015	13.9699	BUY		149.77
	9/3/2015	14.805	SHORT		142.34
	8/28/2015	14.335	BUY		138.37
	8/13/2015	16.21	SELL		138.65
	7/28/2015	13.44	BUY		115.19
	7/6/2015	13.02	SELL		115.42
	6/24/2015	12.0699	BUY		107.21
	6/12/2015	12.3225	SELL		107.42
	5/22/2015	11.425	BUY		99.8
	† Trade commissions are taken as 0.20%.				
	AVGR				
	6 mo.				
	12 mo.				
	24 mo.				
	Date				
	Price				
	Signal				
					
	5/24/2016	11.61	BUY		194.57
	5/19/2016	11.3101	SHORT		200.67
	5/16/2016	11.3499	BUY		202.18
	5/10/2016	11.68	SELL		202.59
	4/28/2016	11.185	BUY		194.39
	4/20/2016	11.485	SELL		194.78
	4/7/2016	11.215	BUY		190.58
	4/5/2016	11.03	SHORT		194.61
	3/30/2016	11.08	BUY		196.28
	3/21/2016	11.9	SELL		196.67
	2/24/2016	9.29	BUY		153.84
	2/18/2016	9.5	SHORT		151.12
	2/10/2016	8.79	BUY		140.39
	2/3/2016	10.06	SHORT		125.15
	1/21/2016	10.12	BUY		126.4
	1/12/2016	12.11	SHORT		109
	12/17/2015	12.35	BUY		111.61
	12/9/2015	13.53	SHORT		103.07
	12/1/2015	14.03	BUY		107.31
	11/9/2015	14.03	SELL		107.53
	11/3/2015	14.0296	BUY		107.74
	10/27/2015	12.8554	SHORT		119.05
	10/20/2015	12.69	BUY		117.99
	9/29/2015	13.66	SELL		118.23
	9/14/2015	13.831	BUY		119.95
	9/8/2015	13.84	SHORT		120.35
	8/31/2015	13.9799	BUY		122.05
	8/20/2015	13.96	SELL		122.29
	8/18/2015	14.2725	BUY		125.28
	8/11/2015	14.251	SELL		125.53
	7/28/2015	13.99	BUY		123.48
	7/20/2015	14.235	SHORT		121.88
	7/13/2015	14.38	BUY		123.62
	6/26/2015	15.01	SHORT		119.12
	6/23/2015	15	BUY		119.52
	6/18/2015	15.73	SELL		119.76
	6/12/2015	16.02	BUY		122.21
	6/4/2015	15.63	SELL		122.45
	5/28/2015	15.45	BUY		121.28
	5/26/2015	15.27	SHORT		123.22
	5/15/2015	15.13	BUY		122.58
	4/30/2015	15.78	SELL		122.83
	4/14/2015	15.89	BUY		123.93
	3/31/2015	16.181	SELL		124.18
	3/27/2015	16.24	BUY		124.88
	3/17/2015	16.37	SELL		125.13
	3/12/2015	15.67	BUY		120.02
	3/10/2015	15.4425	SELL		120.26
	3/2/2015	15.24	BUY		118.92
	2/23/2015	14.99	SELL		119.16
	2/11/2015	14.76	BUY		117.57
	2/6/2015	15.19	SELL		117.81
	1/22/2015	13.79	BUY		107.17
	1/8/2015	15.18	SELL		107.38
	1/6/2015	15.23	BUY		107.95
	1/2/2015	14.52	SELL		108.17
	12/26/2014	13.855	BUY		103.42
	12/22/2014	13.81	SHORT		104.17
	12/18/2014	13.9658	BUY		105.77
	12/1/2014	14.81	SELL		105.98
	11/18/2014	14.94	BUY		107.12
	10/31/2014	15.225	SELL		107.33
	10/24/2014	14.698	BUY		103.82
	10/21/2014	15.202	SELL		104.03
	10/15/2014	14.2	BUY		97.37
	10/10/2014	13.98	SHORT		99.32
	10/8/2014	14.41	BUY		102.79
	10/1/2014	14.63	SHORT		101.67
	9/25/2014	14.715	BUY		102.67
	9/22/2014	14.88	SHORT		101.95
	9/17/2014	15.465	BUY		106.38
	8/25/2014	16.0135	SELL		106.59
	8/21/2014	16.18	BUY		107.91
	8/7/2014	16.075	SELL		108.13
	7/31/2014	15.35	BUY		103.46
	7/28/2014	15.59	SHORT		102.3
	7/22/2014	15.89	BUY		104.69
	7/11/2014	15.99	SHORT		104.46
	7/8/2014	16.13	BUY		105.8
	6/9/2014	17.77	SELL		106.01
	6/4/2014	16.695	BUY		99.8
	† Trade commissions are taken as 0.20%.				
	AVHI				
	6 mo.				
	12 mo.				
	24 mo.				
	Date				
	Price				
	Signal				
					
	5/23/2016	5.6599	BUY		262.68
	5/18/2016	5.81	SELL		263.21
	5/11/2016	5.6	BUY		254.2
	5/10/2016	5.39	SHORT		265.57
	5/5/2016	5.6	BUY		277.02
	4/25/2016	5.92	SHORT		263.87
	4/20/2016	5.9099	BUY		264.48
	4/15/2016	5.8801	SHORT		266.89
	4/13/2016	5.9999	BUY		273.42
	4/4/2016	6.61	SHORT		251.32
	3/31/2016	6.53	BUY		249.27
	3/24/2016	6.44	SHORT		253.82
	3/17/2016	6.998	BUY		276.92
	3/7/2016	7.42	SELL		277.47
	2/29/2016	7.52	BUY		281.77
	2/25/2016	7.2028	SELL		282.33
	2/16/2016	6.8	BUY		267.08
	2/9/2016	7.11	SELL		267.62
	2/4/2016	6.89	BUY		259.86
	1/25/2016	7.18	SELL		260.38
	1/21/2016	7.27	BUY		264.17
	1/19/2016	7.23	SELL		264.7
	1/13/2016	7.27	BUY		266.7
	12/28/2015	7.35	SELL		267.23
	12/22/2015	6.215	BUY		226.42
	12/15/2015	6.32	SELL		226.87
	12/10/2015	6.61	BUY		237.76
	12/2/2015	7.2101	SHORT		220.37
	11/20/2015	6.38	BUY		195.78
	11/6/2015	6.98	SELL		196.17
	10/30/2015	8.29	BUY		233.45
	10/27/2015	8.37	SELL		233.92
	10/23/2015	8.59	BUY		240.55
	10/19/2015	8.62	SELL		241.03
	10/6/2015	7.96	BUY		223.02
	9/15/2015	8.73	SELL		223.47
	9/3/2015	8.35	BUY		214.17
	8/13/2015	9.59	SHORT		190.41
	8/10/2015	11.48	BUY		228.85
	7/24/2015	12.845	SHORT		207.7
	7/17/2015	13.17	BUY		213.81
	7/8/2015	13.15	SHORT		214.99
	7/6/2015	13.49	BUY		221.43
	6/9/2015	16.93	SELL		221.87
	5/21/2015	16.52	BUY		216.93
	5/19/2015	16.175	SELL		217.36
	5/4/2015	16.268	BUY		219.05
	4/30/2015	16.23	SELL		219.49
	4/20/2015	15.98	BUY		216.54
	4/16/2015	16.03	SELL		216.97
	4/10/2015	15.29	BUY		207.37
	4/7/2015	15.31	SELL		207.79
	4/1/2015	14.95	BUY		203.31
	3/25/2015	14.945	SELL		203.72
	3/20/2015	14.79	BUY		202.01
	3/10/2015	14.98	SELL		202.41
	2/12/2015	13.594	BUY		184.05
	1/28/2015	13.25	SHORT		189.71
	1/26/2015	14.145	BUY		203.34
	1/15/2015	14.53	SELL		203.75
	1/8/2015	14.11	BUY		198.26
	12/30/2014	14.355	SELL		198.66
	12/18/2014	13.8	BUY		191.36
	12/15/2014	14.26	SELL		191.74
	11/17/2014	10.49	BUY		141.33
	11/12/2014	10.27	SELL		141.61
	10/16/2014	9.41	BUY		130.01
	9/24/2014	10.375	SELL		130.27
	9/9/2014	8.6292	BUY		108.57
	9/3/2014	8.29	SELL		108.79
	8/20/2014	7.66	BUY		100.72
	8/8/2014	7.49	SHORT		103.47
	8/4/2014	7.51	BUY		104.16
	7/23/2014	7.755	SELL		104.37
	7/21/2014	7.55	BUY		101.81
	7/15/2014	7.66	SELL		102.01
	7/1/2014	7.46	BUY		99.55
	6/26/2014	7.47	SELL		99.75
	6/20/2014	7.41	BUY		99.15
	6/17/2014	7.33	SELL		99.35
	6/12/2014	7.305	BUY		99.21
	6/6/2014	7.29	SHORT		99.81
	5/27/2014	7.26	BUY		99.8
	† Trade commissions are taken as 0.20%.				
	AVID				
	6 mo.				
	12 mo.				
	24 mo.				
	Date				
	Price				
	Signal				
					
	5/24/2016	1.6014	SELL		268.8
	5/16/2016	1.545	BUY		259.85
	5/10/2016	1.5698	SELL		260.37
	4/21/2016	1.527	BUY		253.78
	4/15/2016	1.546	SELL		254.29
	4/7/2016	1.54	BUY		253.81
	4/5/2016	1.536	SHORT		255.49
	3/30/2016	1.5235	BUY		254.43
	3/23/2016	1.5022	SHORT		259.13
	3/18/2016	1.5789	BUY		273.45
	3/4/2016	1.6085	SELL		274
	3/2/2016	1.59	BUY		271.39
	2/23/2016	1.5963	SELL		271.93
	2/17/2016	1.4536	BUY		248.12
	1/29/2016	1.65	SHORT		222.62
	1/25/2016	1.66	BUY		224.87
	12/31/2015	1.9466	SELL		225.32
	12/28/2015	1.9734	BUY		228.88
	12/17/2015	1.9901	SELL		229.34
	12/2/2015	1.882	BUY		217.32
	11/13/2015	1.9766	SHORT		208.23
	11/4/2015	2.0231	BUY		213.98
	10/19/2015	2.0786	SELL		214.41
	10/15/2015	2.1241	BUY		219.54
	10/8/2015	2.1115	SELL		219.98
	9/29/2015	1.9249	BUY		200.94
	8/14/2015	2.367	SELL		201.34
	8/11/2015	2.4725	BUY		210.74
	8/6/2015	2.4575	SELL		211.16
	8/3/2015	2.3625	BUY		203.4
	7/16/2015	2.35	SELL		203.81
	7/10/2015	2.1929	BUY		190.57
	6/29/2015	2.1352	SELL		190.95
	6/11/2015	2.04	BUY		182.8
	6/4/2015	2.11	SHORT		177.64
	5/28/2015	2.1736	BUY		183.73
	5/8/2015	2.2171	SHORT		180.92
	5/4/2015	2.3096	BUY		189.22
	4/17/2015	2.426	SELL		189.6
	4/1/2015	2.3375	BUY		183.05
	3/23/2015	2.4257	SHORT		177.34
	3/17/2015	2.425	BUY		178
	3/11/2015	2.4202	SHORT		179.07
	3/9/2015	2.4399	BUY		181.25
	3/5/2015	2.4501	SELL		181.61
	2/26/2015	2.5085	BUY		186.31
	2/20/2015	2.467	SELL		186.68
	2/10/2015	2.4595	BUY		186.49
	1/28/2015	2.525	SELL		186.86
	1/26/2015	2.425	BUY		179.82
	1/15/2015	2.68	SELL		180.18
	12/31/2014	2.237	BUY		150.7
	12/22/2014	2.36	SELL		151
	12/12/2014	2.2799	BUY		146.17
	12/10/2014	2.175	SHORT		154.19
	12/3/2014	2.2599	BUY		160.85
	10/30/2014	2.4157	SHORT		151.71
	10/20/2014	2.4527	BUY		154.65
	10/13/2014	2.3875	SELL		154.96
	9/19/2014	2.2175	BUY		144.21
	9/11/2014	2.2775	SHORT		141.07
	9/8/2014	2.3099	BUY		143.65
	8/12/2014	2.49	SHORT		134.5
	8/6/2014	2.5799	BUY		139.92
	7/28/2014	3.0201	SELL		140.2
	7/21/2014	3.0271	BUY		140.81
	7/15/2014	3.0379	SHORT		140.87
	7/10/2014	3.0038	BUY		139.85
	7/8/2014	2.9938	SELL		140.13
	7/1/2014	2.8899	BUY		135.54
	6/23/2014	3.3101	SELL		135.81
	6/10/2014	2.4275	BUY		99.8
	† Trade commissions are taken as 0.20%.				
	AVIR				
	6 mo.				
	12 mo.				
	24 mo.				
	Date				
	Price				
	Signal				
					
	5/19/2016	19.14	BUY		76.18
	4/25/2016	20.06	SELL		76.33
	3/30/2016	18.96	BUY		72.29
	3/28/2016	18.89	SELL		72.43
	3/18/2016	19.28	BUY		74.07
	3/16/2016	19.07	SELL		74.22
	3/11/2016	18.825	BUY		73.41
	3/8/2016	18.8	SELL		73.56
	2/22/2016	18.33	BUY		71.86
	2/5/2016	18.58	SELL		72
	2/1/2016	18.62	BUY		72.3
	1/27/2016	13.3649	SHORT		119.62
	1/25/2016	13.43	BUY		120.68
	1/4/2016	13.985	SELL		120.92
	12/22/2015	13.31	BUY		115.31
	12/1/2015	13.96	SELL		115.54
	11/17/2015	13.92	BUY		115.44
	10/30/2015	14.04	SELL		115.67
	10/23/2015	13.1699	BUY		108.72
	10/12/2015	13.62	SELL		108.94
	9/21/2015	12.81	BUY		102.67
	9/17/2015	12.35	SHORT		107.07
	8/27/2015	12.32	BUY		107.24
	8/10/2015	13.14	SELL		107.45
	7/24/2015	13.2	BUY		108.16
	7/13/2015	12.7912	SELL		108.38
	6/23/2015	11.9684	BUY		101.61
	6/17/2015	12.4816	SELL		101.81
	6/5/2015	12.03	BUY		98.32
	5/18/2015	11.79	SELL		98.52
	5/6/2015	11.919	BUY		99.8
	† Trade commissions are taken as 0.20%.				
	AVNU				
	6 mo.				
	12 mo.				
	24 mo.				
	Date				
	Price				
	Signal				
					
	5/2/2016	0.7608	SELL		229.66
	4/22/2016	0.6459	BUY		195.37
	4/13/2016	0.699	SELL		195.76
	4/11/2016	0.691	BUY		193.91
	4/1/2016	0.7081	SELL		194.3
	3/30/2016	0.7018	BUY		192.96
	3/24/2016	0.665	SHORT		205.08
	3/17/2016	0.6801	BUY		210.58
	3/15/2016	0.6783	SELL		211
	3/3/2016	0.6808	BUY		212.2
	2/29/2016	0.689	SELL		212.63
	2/16/2016	0.572	BUY		176.88
	2/5/2016	0.6872	SELL		177.23
	1/29/2016	0.7269	BUY		187.84
	1/25/2016	0.6591	SHORT		210.22
	1/19/2016	0.691	BUY		221.28
	12/30/2015	0.7891	SHORT		197.6
	12/18/2015	0.7657	BUY		192.51
	10/23/2015	1.1108	SELL		192.9
	10/21/2015	1.15	BUY		200.11
	10/19/2015	1.07	SHORT		217.15
	10/15/2015	1.1	BUY		224.13
	10/8/2015	1.12	SHORT		221.08
	10/1/2015	1.065	BUY		211.07
	9/22/2015	1.156	SELL		211.49
	9/18/2015	1.184	BUY		217.05
	9/11/2015	1.1501	SELL		217.48
	8/21/2015	1.1385	BUY		215.72
	8/18/2015	1.1365	SHORT		216.97
	7/31/2015	1.1397	BUY		218.45
	7/16/2015	1.2986	SELL		218.89
	7/13/2015	1.2914	BUY		218.11
	7/7/2015	1.298	SELL		218.55
	6/26/2015	1.2	BUY		202.45
	6/9/2015	1.2376	SELL		202.86
	6/2/2015	1.1724	BUY		192.56
	5/26/2015	1.16	SELL		192.95
	5/15/2015	1.19	BUY		198.34
	5/7/2015	1.167	SHORT		203.14
	5/5/2015	1.173	BUY		205
	4/16/2015	1.193	SELL		205.41
	4/13/2015	1.1725	BUY		202.28
	4/8/2015	1.195	SHORT		199.34
	4/2/2015	1.19	BUY		199.3
	3/26/2015	1.1875	SHORT		200.52
	3/24/2015	1.2475	BUY		211.5
	3/6/2015	1.4151	SELL		211.92
	3/2/2015	1.2649	BUY		189.81
	2/24/2015	1.2351	SHORT		195.28
	2/13/2015	1.115	BUY		177
	1/29/2015	1.4171	SHORT		146.48
	1/21/2015	1.417	BUY		147.06
	1/6/2015	1.455	SELL		147.35
	12/26/2014	1.54	BUY		156.27
	12/19/2014	1.44	SELL		156.58
	12/12/2014	1.4399	BUY		156.88
	12/8/2014	1.488	SELL		157.19
	12/3/2014	1.492	BUY		157.93
	11/25/2014	1.438	SHORT		164.75
	11/19/2014	1.3499	BUY		155.28
	11/14/2014	1.36	SHORT		154.75
	11/12/2014	1.38	BUY		157.66
	11/4/2014	1.62	SHORT		137.87
	10/28/2014	1.8222	BUY		155.7
	10/10/2014	1.88	SELL		156.01
	10/8/2014	1.835	BUY		152.58
	10/6/2014	1.765	SELL		152.89
	9/24/2014	1.7299	BUY		150.15
	9/19/2014	1.773	SELL		150.45
	8/29/2014	1.474	BUY		125.33
	8/27/2014	1.486	SELL		125.58
	8/22/2014	1.3899	BUY		117.69
	8/20/2014	1.2962	SELL		117.93
	8/8/2014	1.313	BUY		119.7
	7/31/2014	1.325	SELL		119.94
	7/23/2014	1.233	BUY		111.84
	6/23/2014	1.2401	SELL		112.06
	6/17/2014	1.1825	BUY		107.07
	6/11/2014	1.19	SELL		107.28
	6/5/2014	1.085	BUY		98.01
	5/28/2014	1.07	SHORT		99.8
	† Trade commissions are taken as 0.20%.				
	AVNW				
	6 mo.				
	12 mo.				
	24 mo.				
	Date				
	Price				
	Signal				
					
	5/20/2016	4.3098	BUY		"2,628.51"
	4/19/2016	5.56	SELL		"2,633.78"
	4/14/2016	5.67	BUY		"2,691.27"
	4/7/2016	5.4601	SELL		"2,696.66"
	3/30/2016	4.7899	BUY		"2,370.40"
	3/11/2016	5.3122	SELL		"2,375.15"
	3/1/2016	4.5099	BUY		"2,020.47"
	2/9/2016	4.1156	SELL		"2,024.52"
	2/1/2016	3.6099	BUY		"1,779.32"
	1/27/2016	3.7529	SHORT		"1,720.89"
	1/22/2016	3.66	BUY		"1,685.02"
	12/30/2015	5.88	SELL		"1,688.40"
	11/20/2015	5.68	BUY		"1,634.24"
	11/4/2015	13.965	SELL		"1,637.52"
	10/27/2015	8.61	BUY		"1,011.62"
	10/22/2015	8.715	SELL		"1,013.65"
	10/20/2015	8.99	BUY		"1,047.73"
	10/14/2015	8.865	SELL		"1,049.83"
	10/1/2015	5.62	BUY		666.88
	9/22/2015	5.1	SHORT		745.57
	9/18/2015	5.068	BUY		743.86
	9/15/2015	5.38	SELL		745.35
	9/9/2015	5.452	BUY		756.84
	8/20/2015	6.27	SELL		758.36
	8/14/2015	5.14	BUY		622.93
	8/6/2015	5.8	SELL		624.18
	7/31/2015	3.4697	BUY		374.15
	7/28/2015	3.4183	SELL		374.9
	7/20/2015	2.0739	BUY		227.91
	7/15/2015	2.0577	SELL		228.37
	7/7/2015	2.104	BUY		233.98
	6/25/2015	1.837	SELL		234.45
	6/22/2015	1.642	BUY		209.98
	6/17/2015	1.694	SELL		210.4
	6/10/2015	1.472	BUY		183.19
	6/4/2015	1.576	SELL		183.56
	6/2/2015	1.644	BUY		191.86
	5/28/2015	1.638	SELL		192.24
	5/22/2015	1.542	BUY		181.34
	5/18/2015	1.438	SELL		181.7
	5/6/2015	1.384	BUY		175.23
	4/23/2015	1.788	SELL		175.58
	4/14/2015	1.09	BUY		107.25
	4/8/2015	1.118	SELL		107.46
	4/6/2015	1.08	BUY		104.02
	3/24/2015	0.8176	SELL		104.23
	3/5/2015	0.722	BUY		92.23
	3/3/2015	0.718	SELL		92.41
	2/26/2015	0.76	BUY		98.01
	1/30/2015	0.719	SHORT		104.35
	1/16/2015	0.7408	BUY		107.95
	12/26/2014	0.7472	SELL		108.17
	12/22/2014	0.702	BUY		101.83
	12/11/2014	0.8172	SELL		102.03
	11/21/2014	0.682	BUY		85.32
	11/14/2014	0.758	SELL		85.49
	11/12/2014	0.722	BUY		81.59
	11/6/2014	0.718	SHORT		82.38
	10/16/2014	0.764	BUY		88.01
	10/9/2014	0.7588	SHORT		88.97
	10/7/2014	0.8088	BUY		95.21
	9/18/2014	0.956	SELL		95.4
	9/16/2014	0.984	BUY		98.39
	9/10/2014	0.976	SELL		98.59
	8/29/2014	0.982	BUY		99.39
	8/26/2014	1.026	SELL		99.59
	8/19/2014	1.004	BUY		97.65
	7/25/2014	1.158	SHORT		86.53
	7/21/2014	1.39	BUY		104.28
	7/3/2014	1.38	SELL		104.49
	6/23/2014	1.254	BUY		95.14
	6/10/2014	1.336	SELL		95.33
	6/5/2014	1.3958	BUY		99.8
	† Trade commissions are taken as 0.20%.				
	AVXL				
	6 mo.				
	12 mo.				
	24 mo.				
	Date				
	Price				
	Signal				
					
	5/26/2016	41.54	SELL		182.67
	5/20/2016	35.39	BUY		155.94
	5/12/2016	36.23	SELL		156.25
	4/29/2016	23.095	BUY		99.8
	† Trade commissions are taken as 0.20%.				
	AVXS				
	6 mo.				
	12 mo.				
	24 mo.				
	Date				
	Price				
	Signal				
					
	5/11/2016	4.1451	SELL		130.14
	4/20/2016	3.9948	BUY		125.67
	4/13/2016	3.846	SHORT		131.25
	4/4/2016	3.739	BUY		128.11
	3/21/2016	3.885	SELL		128.37
	3/15/2016	3.987	BUY		132
	3/4/2016	3.97	SELL		132.26
	2/25/2016	3.6579	BUY		122.11
	2/23/2016	3.49	SELL		122.35
	2/10/2016	3.029	BUY		106.4
	1/26/2016	2.9801	SHORT		108.61
	1/22/2016	2.9799	BUY		109.04
	1/7/2016	3.135	SELL		109.26
	12/18/2015	3.0939	BUY		108.04
	12/7/2015	3.132	SELL		108.26
	11/24/2015	3.0831	BUY		106.78
	11/9/2015	3.1865	SHORT		103.84
	10/28/2015	3.2525	BUY		106.42
	10/14/2015	3.365	SELL		106.63
	10/6/2015	3.3735	BUY		107.11
	9/29/2015	3.3	SELL		107.32
	9/22/2015	3.19	BUY		103.95
	9/15/2015	3.0561	SHORT		109.15
	9/11/2015	3.1884	BUY		114.33
	9/8/2015	3.16	SHORT		115.83
	8/25/2015	3.11	BUY		114.45
	8/20/2015	3.1901	SHORT		112.09
	8/18/2015	3.2679	BUY		115.28
	8/5/2015	3.3101	SHORT		114.29
	7/30/2015	3.3699	BUY		116.82
	7/17/2015	3.9855	SHORT		101.6
	7/13/2015	4.0045	BUY		102.49
	7/6/2015	4.0025	SHORT		102.95
	6/25/2015	3.9449	BUY		101.88
	6/12/2015	4.2153	SELL		102.08
	5/18/2015	3.9732	BUY		96.41
	5/14/2015	3.91	SHORT		98.39
	5/12/2015	3.959	BUY		100.02
	3/25/2015	4.475	SHORT		90.04
	3/12/2015	4.5146	BUY		91.2
	2/25/2015	4.641	SHORT		89.14
	2/18/2015	4.559	BUY		87.92
	2/12/2015	4.6801	SELL		88.1
	2/5/2015	4.8885	BUY		92.21
	1/30/2015	4.951	SELL		92.39
	1/26/2015	4.63	BUY		86.57
	1/14/2015	4.5236	SELL		86.74
	1/8/2015	4.5464	BUY		87.35
	1/2/2015	4.532	SELL		87.53
	12/26/2014	4.458	BUY		86.27
	12/16/2014	4.5854	SELL		86.44
	12/10/2014	4.4346	BUY		83.76
	12/2/2014	4.293	SELL		83.93
	11/28/2014	4.3991	BUY		86.18
	10/28/2014	4.29	SELL		86.35
	10/23/2014	4.406	BUY		88.86
	10/13/2014	3.583	SHORT		115.82
	10/9/2014	3.5948	BUY		116.67
	9/16/2014	4.1325	SHORT		103.65
	9/9/2014	4.1325	BUY		104.07
	8/13/2014	4.294	SHORT		100.7
	8/7/2014	4.3062	BUY		101.39
	7/15/2014	4.9099	SELL		101.59
	6/30/2014	4.8137	BUY		99.8
	† Trade commissions are taken as 0.20%.				
	AWRE				
	6 mo.				
	12 mo.				
	24 mo.				
	Date				
	Price				
	Signal				
					
	5/26/2016	1.25	SHORT		"1,147.51"
	5/12/2016	1.355	BUY		"1,248.89"
	5/2/2016	1.4901	SELL		"1,251.39"
	4/8/2016	0.9522	BUY		801.26
	3/22/2016	1.111	SELL		802.87
	3/17/2016	1.119	BUY		810.27
	3/11/2016	1.0886	SELL		811.89
	2/12/2016	0.861	BUY		643.43
	2/2/2016	1.009	SELL		644.72
	1/21/2016	0.7511	BUY		480.89
	11/27/2015	1.34	SHORT		335.41
	11/24/2015	1.34	BUY		336.76
	11/19/2015	1.38	SHORT		328.59
	11/13/2015	1.34	BUY		320.35
	11/4/2015	1.625	SHORT		273.64
	10/29/2015	1.5699	BUY		265.42
	10/21/2015	1.676	SELL		265.95
	10/16/2015	1.8	BUY		286.2
	10/12/2015	1.8918	SELL		286.77
	10/5/2015	1.3932	BUY		211.61
	10/1/2015	1.2768	SHORT		233.77
	9/29/2015	1.285	BUY		236.22
	9/2/2015	1.75	SELL		236.69
	8/26/2015	1.5316	BUY		207.57
	7/31/2015	1.985	SHORT		169.65
	7/29/2015	1.89	BUY		162.18
	7/16/2015	2.515	SHORT		130.42
	7/13/2015	2.62	BUY		136.41
	6/25/2015	3.105	SELL		136.68
	6/10/2015	3.0099	BUY		132.76
	5/26/2015	2.915	SHORT		137.78
	5/21/2015	2.9799	BUY		141.41
	5/7/2015	3.625	SELL		141.69
	4/29/2015	3.605	BUY		141.19
	4/17/2015	3.76	SELL		141.47
	4/14/2015	3.515	BUY		132.52
	4/9/2015	3.565	SELL		132.79
	3/24/2015	3.055	BUY		114.02
	3/19/2015	3.155	SHORT		110.96
	3/9/2015	3.21	BUY		113.35
	2/20/2015	3.225	SELL		113.58
	2/17/2015	3.435	BUY		121.22
	2/10/2015	3.285	SELL		121.46
	2/2/2015	3.07	BUY		113.74
	1/29/2015	2.905	SELL		113.97
	1/21/2015	2.855	BUY		112.23
	1/15/2015	2.71	SHORT		119.05
	1/9/2015	2.88	BUY		127.03
	1/6/2015	2.76	SELL		127.28
	1/2/2015	2.945	BUY		136.08
	12/26/2014	3.15	SELL		136.35
	12/16/2014	2.64	BUY		114.5
	11/26/2014	4.1717	SELL		114.73
	11/20/2014	4.075	BUY		112.3
	11/12/2014	4.055	SELL		112.53
	11/7/2014	4.095	BUY		113.87
	11/4/2014	3.99	SHORT		117.42
	10/29/2014	4.07	BUY		120.25
	10/27/2014	3.79	SHORT		130.36
	10/16/2014	3.63	BUY		125.36
	10/1/2014	5.275	SHORT		95.94
	9/29/2014	5.39	BUY		98.43
	9/19/2014	5.722	SELL		98.63
	9/17/2014	5.788	BUY		99.97
	9/15/2014	5.232	SHORT		112.31
	9/11/2014	5.408	BUY		116.55
	9/3/2014	5.83	SELL		116.78
	8/21/2014	5.5	BUY		110.39
	8/14/2014	5.42	SHORT		112.49
	8/8/2014	5.1	BUY		106.27
	7/28/2014	5.799	SELL		106.48
	7/23/2014	5.871	BUY		108.02
	7/15/2014	5.84	SELL		108.24
	7/9/2014	6.01	BUY		111.61
	7/2/2014	6.235	SELL		111.83
	6/23/2014	5.589	BUY		100.44
	6/19/2014	5.331	SELL		100.64
	6/17/2014	5.335	BUY		100.92
	6/11/2014	5.21	SELL		101.12
	6/5/2014	5.06	BUY		98.41
	6/2/2014	5.01	SHORT		99.8
	† Trade commissions are taken as 0.20%.				
	AXAS				
	6 mo.				
	12 mo.				
	24 mo.				
	Date				
	Price				
	Signal				
					
	5/26/2016	12.7579	SHORT		"1,461.38"
	5/20/2016	11.41	BUY		"1,312.23"
	5/17/2016	12.03	SHORT		"1,252.92"
	5/13/2016	11.97	BUY		"1,251.67"
	4/25/2016	13.335	SHORT		"1,140.00"
	4/20/2016	13.33	BUY		"1,144.14"
	4/11/2016	14.44	SELL		"1,146.43"
	3/28/2016	13.47	BUY		"1,071.56"
	3/22/2016	12.84	SELL		"1,073.71"
	3/18/2016	13.09	BUY		"1,096.81"
	3/16/2016	12.48	SELL		"1,099.01"
	3/14/2016	13.09	BUY		"1,155.04"
	3/9/2016	13.325	SELL		"1,157.35"
	2/29/2016	11.87	BUY		"1,033.04"
	12/30/2015	21.812	SELL		"1,035.11"
	12/23/2015	21.84	BUY		"1,038.52"
	12/18/2015	22.16	SELL		"1,040.60"
	11/23/2015	16.79	BUY		790.01
	11/10/2015	18.315	SELL		791.59
	11/6/2015	17.74	BUY		768.27
	10/30/2015	17.38	SELL		769.81
	10/23/2015	16.73	BUY		742.5
	10/14/2015	16.2	SHORT		770.69
	10/9/2015	16.88	BUY		806.26
	10/5/2015	16.82	SHORT		812.39
	10/1/2015	16.39	BUY		794.8
	9/23/2015	17.9151	SELL		796.39
	9/11/2015	17.69	BUY		787.96
	9/3/2015	19.24	SHORT		732.14
	8/26/2015	18.61	BUY		711.01
	8/20/2015	18.841	SHORT		705.22
	8/17/2015	19.3	BUY		725.3
	7/24/2015	28.685	SELL		726.75
	7/20/2015	26.745	BUY		678.96
