	Date	Price	Signal		
	9/30/2014	42.8412	SHORT		111.54
	9/26/2014	43.6444	BUY		114.09
	9/22/2014	49.0078	SELL		114.32
	9/17/2014	47.5211	BUY		111.07
	9/15/2014	47.3952	SELL		111.29
	8/19/2014	45.2213	BUY		106.4
	8/15/2014	45.1721	SELL		106.61
	8/1/2014	41.9019	BUY		99.09
	7/25/2014	38.2089	SHORT		110.13
	7/21/2014	38.1005	BUY		110.26
	7/7/2014	42.5234	SELL		110.48
	7/2/2014	42.3139	BUY		110.16
	6/25/2014	42.2995	SELL		110.38
	6/23/2014	41.5406	BUY		108.62
	6/10/2014	44.0158	SELL		108.84
	6/5/2014	40.0013	BUY		99.11
	5/28/2014	39.8856	SHORT		99.8
	† Trade commissions are taken as 0.20%.				
	ATRO				
	6 mo.				
	12 mo.				
	24 mo.				
	Date				
	Price				
	Signal				
					
	5/19/2016	0.831	BUY		561.63
	5/3/2016	1.0633	SELL		562.76
	4/13/2016	0.8814	BUY		467.42
	4/11/2016	0.8669	SELL		468.36
	3/29/2016	0.7559	BUY		409.21
	3/23/2016	0.7691	SHORT		403.92
	3/21/2016	0.7538	BUY		397.47
	3/9/2016	0.9289	SHORT		335.77
	3/7/2016	0.9836	BUY		356.97
	3/1/2016	0.959	SHORT		367.84
	2/26/2016	0.9942	BUY		382.87
	2/23/2016	0.986	SHORT		387.63
	2/17/2016	0.9839	BUY		388.36
	2/3/2016	1.1683	SELL		389.14
	1/21/2016	0.9769	BUY		326.04
	12/29/2015	1.285	SHORT		264.04
	12/16/2015	1.2899	BUY		266.11
	12/8/2015	1.305	SHORT		264.12
	11/27/2015	1.315	BUY		267.21
	11/12/2015	1.4	SHORT		252.93
	11/6/2015	1.43	BUY		259.39
	10/30/2015	1.435	SHORT		259.53
	10/28/2015	1.445	BUY		262.39
	10/16/2015	1.576	SHORT		243.23
	10/14/2015	1.599	BUY		247.77
	10/8/2015	1.596	SHORT		249.23
	10/5/2015	1.67	BUY		261.83
	9/21/2015	1.915	SELL		262.35
	8/28/2015	1.715	BUY		235.42
	8/6/2015	2.045	SHORT		203.52
	7/31/2015	2.065	BUY		206.33
	7/16/2015	2.265	SELL		206.74
	7/9/2015	2.135	BUY		195.26
	6/26/2015	2.2375	SHORT		187.46
	6/22/2015	2.4025	BUY		202.09
	6/12/2015	2.435	SELL		202.49
	5/22/2015	2.13	BUY		177.48
	4/24/2015	2.75	SELL		177.84
	4/9/2015	2.815	BUY		182.41
	3/25/2015	2.65	SELL		182.78
	3/12/2015	2.665	BUY		184.18
	3/9/2015	2.685	SELL		184.55
	3/2/2015	2.63	BUY		181.13
	2/24/2015	2.55	SELL		181.49
	2/12/2015	2.39	BUY		170.44
	2/9/2015	2.391	SHORT		171.05
	1/23/2015	2.345	BUY		168.43
	12/29/2014	2.615	SELL		168.77
	12/17/2014	2.384	BUY		154.17
	12/11/2014	2.451	SELL		154.48
	11/24/2014	2.3	BUY		145.25
	11/17/2014	2.29	SELL		145.54
	10/24/2014	2.02	BUY		128.64
	10/20/2014	1.99	SELL		128.9
	10/3/2014	1.945	BUY		126.24
	9/15/2014	2.1901	SELL		126.49
	9/5/2014	2.145	BUY		124.13
	9/3/2014	2.265	SELL		124.38
	8/28/2014	2.12	BUY		116.65
	8/25/2014	2.035	SELL		116.88
	8/14/2014	2.04	BUY		117.4
	8/8/2014	2.01	SHORT		119.66
	7/31/2014	2.01	BUY		120.14
	7/22/2014	2.222	SHORT		110.12
	7/18/2014	2.228	BUY		110.86
	7/10/2014	2.6116	SHORT		97.05
	7/2/2014	2.835	BUY		105.77
	6/13/2014	3.0965	SELL		105.98
	6/5/2014	2.91	BUY		99.8
	† Trade commissions are taken as 0.20%.				
	ATRS				
	6 mo.				
	12 mo.				
	24 mo.				
	Date				
	Price				
	Signal				
					
	5/27/2016	12.784	BUY		245.28
	5/12/2016	13.2562	SHORT		237.79
	5/9/2016	13.91	BUY		250.52
	5/3/2016	14.072	SHORT		248.66
	4/27/2016	14.29	BUY		253.53
	4/21/2016	14.592	SHORT		249.39
	4/13/2016	14.5176	BUY		249.11
	4/5/2016	14.945	SELL		249.61
	2/26/2016	11.545	BUY		193.21
	2/22/2016	11.46	SELL		193.6
	2/8/2016	9.62	BUY		162.84
	2/3/2016	9.5501	SELL		163.17
	1/21/2016	9.5198	BUY		162.98
	12/30/2015	10.21	SELL		163.31
	12/18/2015	9.09	BUY		145.69
	12/14/2015	9.05	SELL		145.98
	12/4/2015	9.45	BUY		152.74
	12/2/2015	9.5	SELL		153.05
	11/23/2015	8.85	BUY		142.86
	11/9/2015	9.78	SELL		143.15
	10/29/2015	9.78	BUY		143.44
	10/27/2015	9.51	SELL		143.73
	10/20/2015	9.59	BUY		145.23
	10/13/2015	9.3502	SELL		145.52
	10/2/2015	8.56	BUY		133.49
	9/24/2015	8.67	SHORT		132.35
	8/26/2015	8.715	BUY		133.57
	8/19/2015	9.5605	SHORT		123.21
	8/17/2015	9.77	BUY		126.41
	8/3/2015	10.3253	SHORT		120.44
	7/29/2015	10.1947	BUY		119.39
	7/24/2015	10.1753	SELL		119.63
	7/22/2015	10.52	BUY		123.93
	7/20/2015	10.61	SELL		124.18
	7/10/2015	10.47	BUY		122.79
	7/8/2015	10.4455	SELL		123.04
	7/6/2015	10.5045	BUY		123.98
	6/29/2015	10.435	SELL		124.23
	6/23/2015	10.505	BUY		125.31
	6/8/2015	10.315	SELL		125.56
	5/1/2015	9.45	BUY		115.26
	4/27/2015	9.22	SELL		115.49
	4/1/2015	9.2399	BUY		115.97
	3/25/2015	9.2501	SELL		116.2
	3/17/2015	8.95	BUY		112.66
	3/10/2015	9	SELL		112.89
	3/6/2015	8.985	BUY		112.93
	3/4/2015	8.9	SELL		113.16
	2/13/2015	8.53	BUY		108.67
	1/28/2015	8.65	SELL		108.89
	1/16/2015	8.34	BUY		105.2
	12/30/2014	8.67	SELL		105.41
	12/17/2014	7.92	BUY		96.48
	12/12/2014	7.88	SHORT		97.36
	11/20/2014	7.9899	BUY		99.11
	11/12/2014	8.44	SELL		99.31
	10/27/2014	7.7099	BUY		90.9
	10/17/2014	7.432	SHORT		94.81
	10/8/2014	7.299	BUY		93.49
	9/23/2014	7.87	SHORT		87.52
	9/4/2014	8.24	BUY		92
	8/26/2014	8.52	SELL		92.18
	8/19/2014	8.52	BUY		92.36
	8/13/2014	8.46	SELL		92.55
	8/8/2014	8.47	BUY		92.85
	7/21/2014	8.04	SHORT		98.49
	7/16/2014	8.24	BUY		101.34
	7/7/2014	8.52	SELL		101.54
	6/25/2014	8.165	BUY		97.5
	6/10/2014	9.17	SELL		97.7
	6/5/2014	9.12	BUY		97.36
	6/2/2014	9.07	SELL		97.56
	5/27/2014	9.26	BUY		99.8
	† Trade commissions are taken as 0.20%.				
	ATSG				
	6 mo.				
	12 mo.				
	24 mo.				
	Date				
	Price				
	Signal				
					
	5/19/2016	8.055	BUY		671.14
	5/12/2016	8.27	SELL		672.48
	5/5/2016	6.86	BUY		558.94
	4/26/2016	6.89	SHORT		558.75
	4/22/2016	7.06	BUY		574.83
	4/15/2016	6.89	SHORT		591.74
	4/13/2016	6.685	BUY		576.44
	3/21/2016	7.65	SELL		577.6
	3/14/2016	6.91	BUY		522.77
	3/4/2016	7.33	SELL		523.82
	2/23/2016	6.01	BUY		430.35
	2/8/2016	6.34	SHORT		410.7
	2/4/2016	6.845	BUY		445.19
	1/7/2016	11.73	SHORT		315.56
	1/5/2016	11.575	BUY		312.64
	12/30/2015	11.035	SHORT		330.05
	12/28/2015	11.115	BUY		333.78
	12/3/2015	13.85	SELL		334.45
	11/27/2015	12.984	BUY		314.17
	11/10/2015	13.416	SELL		314.8
	11/3/2015	12.805	BUY		301.07
	10/30/2015	12.605	SHORT		307.15
	10/26/2015	11.75	BUY		287.46
	10/20/2015	12.48	SHORT		272.66
	10/16/2015	13.22	BUY		289.99
	9/28/2015	14.3101	SELL		290.57
	9/16/2015	14.425	BUY		293.49
	9/14/2015	14.58	SELL		294.08
	8/31/2015	13.03	BUY		263.34
	8/20/2015	14.88	SELL		263.87
	8/18/2015	14.98	BUY		266.18
	8/12/2015	15.22	SELL		266.71
	8/5/2015	14.61	BUY		256.53
	7/28/2015	14.95	SELL		257.04
	7/10/2015	13.328	BUY		229.61
	6/26/2015	13.496	SHORT		227.7
	6/23/2015	13.675	BUY		231.65
	6/17/2015	13.68	SELL		232.11
	6/8/2015	14.13	BUY		240.23
	6/4/2015	13.88	SELL		240.71
	5/12/2015	11.98	BUY		208.18
	5/6/2015	11.91	SELL		208.6
	4/29/2015	10.73	BUY		188.31
	4/23/2015	10.38	SELL		188.69
	4/21/2015	10.3216	BUY		188
	4/6/2015	9.9551	SELL		188.38
	3/20/2015	10.0399	BUY		190.37
	3/12/2015	9.9395	SELL		190.75
	3/2/2015	9.3296	BUY		179.4
	2/20/2015	9.6845	SHORT		173.75
	2/5/2015	9.4	BUY		169.32
	1/27/2015	10.58	SELL		169.66
	1/23/2015	10.775	BUY		173.13
	1/15/2015	10.505	SELL		173.48
	1/7/2015	10.59	BUY		175.23
	12/23/2014	10.45	SELL		175.58
	11/26/2014	9.4199	BUY		158.59
	11/19/2014	9.3505	SELL		158.91
	11/11/2014	9.0094	BUY		153.42
	11/5/2014	9.0201	SELL		153.73
	10/15/2014	7.13	BUY		121.76
	9/26/2014	7.78	SELL		122
	9/24/2014	7.9	BUY		124.13
	9/19/2014	8.02	SELL		124.38
	9/16/2014	7.89	BUY		122.61
	9/8/2014	7.4101	SELL		122.86
	8/29/2014	6.7499	BUY		112.14
	8/26/2014	6.642	SHORT		114.45
	8/22/2014	6.7396	BUY		116.6
	8/18/2014	6.5	SHORT		121.55
	8/12/2014	6.66	BUY		125.04
	7/23/2014	7.5612	SHORT		112.17
	7/16/2014	7.43	BUY		110.67
	7/3/2014	7.825	SHORT		105.77
	7/1/2014	7.82	BUY		106.13
	6/19/2014	8.262	SHORT		101.14
	6/9/2014	8.1199	BUY		99.8
	† Trade commissions are taken as 0.20%.				
	ATTU				
	6 mo.				
	12 mo.				
	24 mo.				
	Date				
	Price				
	Signal				
					
	5/24/2016	37.96	BUY		301.72
	5/17/2016	38.88	SELL		302.32
	5/12/2016	37.21	BUY		289.91
	5/10/2016	37.11	SELL		290.49
	5/5/2016	34.38	BUY		269.66
	4/28/2016	34.2	SELL		270.2
	4/13/2016	33.96	BUY		268.84
	4/5/2016	33.875	SELL		269.38
	3/23/2016	32.575	BUY		259.56
	3/18/2016	32.56	SELL		260.08
	3/10/2016	31.135	BUY		249.2
	2/29/2016	31.69	SELL		249.7
	2/19/2016	29.46	BUY		232.59
	1/19/2016	35.4775	SHORT		199.66
	1/12/2016	36.69	BUY		207.31
	12/31/2015	39.195	SELL		207.73
	12/29/2015	39.39	BUY		209.18
	12/21/2015	38.82	SELL		209.6
	12/15/2015	38.37	BUY		207.59
	12/10/2015	38.55	SELL		208.01
	12/4/2015	38.07	BUY		205.83
	11/24/2015	37.14	SELL		206.24
	10/2/2015	30.995	BUY		172.46
	9/28/2015	31.435	SELL		172.81
	8/27/2015	27.55	BUY		151.76
	8/20/2015	28.61	SELL		152.06
	8/5/2015	27.76	BUY		147.84
	8/3/2015	25.76	SELL		148.14
	7/29/2015	25.855	BUY		148.98
	7/22/2015	25.95	SELL		149.28
	7/6/2015	24.76	BUY		142.72
	6/29/2015	24.685	SHORT		143.73
	6/18/2015	24.94	BUY		145.8
	6/15/2015	25.23	SELL		146.09
	6/3/2015	25.79	BUY		149.63
	5/22/2015	25.49	SELL		149.93
	5/15/2015	25.35	BUY		149.41
	5/13/2015	24.63	SELL		149.71
	5/4/2015	23.135	BUY		140.9
	4/27/2015	23.8125	SELL		141.18
	4/6/2015	22.665	BUY		134.65
	4/1/2015	22.7	SHORT		134.98
	3/27/2015	22.62	BUY		135.04
	3/25/2015	23.12	SELL		135.31
	3/16/2015	23.045	BUY		135.14
	3/12/2015	22.875	SELL		135.41
	3/9/2015	23.315	BUY		138.29
	2/27/2015	23.32	SELL		138.57
	1/16/2015	19.645	BUY		116.97
	12/30/2014	20.28	SHORT		113.87
	12/19/2014	20.14	BUY		113.54
	12/10/2014	20.83	SELL		113.77
	12/3/2014	21.37	BUY		116.95
	11/28/2014	21.65	SELL		117.18
	11/18/2014	20.01	BUY		108.52
	11/12/2014	20.555	SELL		108.74
	10/31/2014	19.85	BUY		105.22
	10/27/2014	19.02	SHORT		110.46
	10/15/2014	18.39	BUY		107.23
	9/9/2014	23.76	SELL		107.44
	9/2/2014	23.56	BUY		106.75
	8/19/2014	23.22	SELL		106.96
	8/4/2014	22.61	BUY		104.36
	7/30/2014	22.93	SELL		104.57
	7/16/2014	22.88	BUY		104.55
	7/8/2014	22.475	SELL		104.76
	6/30/2014	21.99	BUY		102.7
	6/26/2014	21.8	SELL		102.91
	6/9/2014	21	BUY		99.33
	6/2/2014	20.735	SELL		99.53
	5/29/2014	20.75	BUY		99.8
	† Trade commissions are taken as 0.20%.				
	ATVI				
	6 mo.				
	12 mo.				
	24 mo.				
	Date				
	Price				
	Signal				
					
	10/23/2015	26.75	QUIT		92.7
	10/7/2015	26.573	SHORT		93.51
	9/25/2015	26.4892	BUY		93.59
	9/24/2015	26.273	SHORT		94.75
	9/16/2015	26.53	BUY		96.06
	9/11/2015	26.87	SELL		96.25
	9/1/2015	26.78	BUY		96.12
	8/27/2015	26.61	SHORT		97.13
	8/21/2015	27.0447	BUY		99.11
	8/3/2015	26.95	SELL		99.31
	7/24/2015	27.03	BUY		99.8
	† Trade commissions are taken as 0.20%.				
	AUBN				
	6 mo.				
	12 mo.				
	24 mo.				
	Date				
	Price				
	Signal				
					
	5/26/2016	3.885	SHORT		253.77
	5/24/2016	3.885	BUY		254.79
	5/17/2016	3.825	SHORT		259.89
	5/13/2016	3.84	BUY		261.96
	4/29/2016	4.375	SHORT		234.35
	4/27/2016	4.3864	BUY		235.9
	4/7/2016	4.58	SELL		236.37
	4/4/2016	4.686	BUY		242.33
	3/10/2016	4.57	SELL		242.82
	2/29/2016	4.31	BUY		229.46
	2/10/2016	4.164	SELL		229.92
	1/27/2016	4.015	BUY		222.14
	1/14/2016	4.03	SHORT		222.2
	1/12/2016	4.09	BUY		226.41
	12/30/2015	4.0201	SHORT		231.34
	12/22/2015	4.105	BUY		237.17
	12/11/2015	4.145	SELL		237.65
	12/1/2015	4.41	BUY		253.35
	11/20/2015	4.1725	SELL		253.86
	10/23/2015	3.455	BUY		210.63
	10/21/2015	3.44	SELL		211.05
	10/2/2015	3.215	BUY		197.64
	9/3/2015	3.2601	SELL		198.04
	8/27/2015	3.1899	BUY		194.16
	8/25/2015	3.1601	SELL		194.55
	7/30/2015	2.85	BUY		175.81
	7/16/2015	3.16	SHORT		160.75
	7/10/2015	3.17	BUY		161.91
	6/25/2015	3.4001	SHORT		152.26
	6/18/2015	3.37	BUY		151.52
	5/29/2015	4.391	SELL		151.82
	5/19/2015	4.16	BUY		144.12
	4/10/2015	5	SELL		144.41
	4/6/2015	4.88	BUY		141.23
	3/20/2015	5.2028	SHORT		133.51
	3/6/2015	5.1157	BUY		131.8
	2/26/2015	5.21	SELL		132.06
	2/19/2015	5.45	BUY		138.42
	2/11/2015	5.14	SELL		138.7
	2/5/2015	5.22	BUY		141.14
	2/2/2015	5.12	SELL		141.42
	1/20/2015	5.058	BUY		139.99
	1/12/2015	4.85	SELL		140.27
	12/26/2014	4.515	BUY		130.84
	12/23/2014	4.51	SHORT		131.51
	12/17/2014	4.345	BUY		127.21
	12/10/2014	4.7101	SHORT		118.53
	11/24/2014	4.685	BUY		118.37
	11/10/2014	4.934	SELL		118.61
	10/16/2014	4.37	BUY		105.26
	9/16/2014	5.63	SELL		105.47
	9/9/2014	5.71	BUY		107.18
	9/2/2014	5.6327	SELL		107.39
	8/28/2014	5.5098	BUY		105.26
	8/21/2014	5.39	SHORT		108.08
	8/18/2014	5.43	BUY		109.32
	8/13/2014	5.52	SHORT		108
	8/7/2014	5.48	BUY		107.65
	7/7/2014	7.1801	SELL		107.87
	6/19/2014	6.6299	BUY		99.8
	† Trade commissions are taken as 0.20%.				
	AUDC				
	6 mo.				
	12 mo.				
	24 mo.				
	Date				
	Price				
	Signal				
					
	No data				
	† Trade commissions are taken as 0.20%.				
	AUMA				
	6 mo.				
	12 mo.				
	24 mo.				
	Date				
	Price				
	Signal				
					
	5/27/2016	2.5252	SHORT		264.12
	5/17/2016	2.316	BUY		243.21
	4/14/2016	2.95	SELL		243.7
	4/12/2016	2.9699	BUY		245.84
	4/5/2016	2.9054	SELL		246.33
	3/2/2016	2.3573	BUY		200.26
	2/24/2016	2.1901	SELL		200.66
	2/22/2016	2.1799	BUY		200.13
	2/11/2016	2.4008	SELL		200.53
	2/2/2016	2.13	BUY		178.27
	1/28/2016	2.0901	SHORT		182.47
	1/21/2016	1.89	BUY		165.66
	1/4/2016	2.425	SELL		165.99
	12/16/2015	2.1748	BUY		149.16
	12/9/2015	2.402	SHORT		136.82
	12/2/2015	2.4717	BUY		141.36
	10/29/2015	2.976	SHORT		121.36
	10/19/2015	3.014	BUY		123.4
	10/12/2015	3.0001	SHORT		124.47
	10/2/2015	2.9099	BUY		121.21
	9/10/2015	3.39	SELL		121.45
	8/31/2015	3.2353	BUY		116.14
	8/7/2015	3.85	SELL		116.37
	7/28/2015	3.6039	BUY		109.15
	7/21/2015	3.4861	SELL		109.37
	7/16/2015	3.5739	BUY		112.35
	7/10/2015	3.38	SELL		112.58
	7/1/2015	3.0998	BUY		103.45
	6/10/2015	3.456	SHORT		94.16
	6/8/2015	3.524	BUY		96.4
	5/18/2015	3.881	SHORT		88.63
	5/14/2015	3.949	BUY		90.54
	5/12/2015	3.75	SHORT		96
	5/8/2015	3.818	BUY		98.13
	4/27/2015	3.785	SHORT		99.39
	4/23/2015	3.87	BUY		102.03
	4/21/2015	3.9236	SHORT		101.06
	4/16/2015	4.1614	BUY		107.61
	4/7/2015	4.2101	SHORT		106.81
	4/2/2015	4.4049	BUY		112.2
	3/25/2015	4.895	SELL		112.42
	3/19/2015	4.9349	BUY		113.56
	3/3/2015	4.7	SELL		113.79
	2/26/2015	3.6848	BUY		89.39
	2/24/2015	3.6352	SELL		89.57
	2/19/2015	3.575	BUY		88.26
	2/11/2015	3.435	SHORT		92.38
	2/6/2015	3.5	BUY		94.51
	1/20/2015	3.606	SHORT		92.18
	1/13/2015	3.726	BUY		95.63
	12/26/2014	3.65	SHORT		98.06
	12/22/2014	3.7	BUY		99.8
	† Trade commissions are taken as 0.20%.				
	AUPH				
	6 mo.				
	12 mo.				
	24 mo.				
	Date				
	Price				
	Signal				
					
	5/20/2016	27.87	BUY		205.24
	5/13/2016	28.4701	SELL		205.65
	5/10/2016	28.505	BUY		206.31
	4/29/2016	29.06	SELL		206.72
	4/13/2016	27.98	BUY		199.44
	4/1/2016	28.13	SELL		199.84
	3/30/2016	28.26	BUY		201.17
	3/23/2016	27.93	SELL		201.57
	3/16/2016	27.04	BUY		195.54
	3/11/2016	26.91	SELL		195.93
	2/26/2016	25.19	BUY		183.77
	2/23/2016	25.37	SELL		184.14
	2/16/2016	24.58	BUY		178.76
	2/3/2016	25.015	SHORT		176.41
	1/29/2016	25.48	BUY		180.41
	1/4/2016	28.68	SELL		180.77
	12/21/2015	29.2601	BUY		184.8
	12/14/2015	28.26	SELL		185.17
	12/10/2015	28.02	BUY		183.97
	12/2/2015	25.44	SELL		184.34
	11/16/2015	22.115	BUY		160.57
	11/9/2015	23.38	SELL		160.89
	10/30/2015	22.88	BUY		157.76
	10/27/2015	22.26	SELL		158.08
	10/19/2015	21.42	BUY		152.42
	10/14/2015	21.585	SELL		152.73
	10/2/2015	20.3	BUY		143.93
	9/29/2015	19.85	SHORT		147.86
	9/24/2015	20.3	BUY		151.82
	9/17/2015	20.69	SHORT		149.61
	9/11/2015	20.325	BUY		147.56
	9/1/2015	23.67	SHORT		129.81
	8/27/2015	23.58	BUY		129.84
	8/18/2015	26.05	SHORT		119.07
	8/14/2015	26.04	BUY		119.5
	8/12/2015	26.22	SHORT		119.16
	8/5/2015	26.07	BUY		118.95
	7/27/2015	26.01	SHORT		119.7
	7/10/2015	27.065	BUY		125.05
	7/7/2015	27.53	SELL		125.3
	7/1/2015	27.83	BUY		126.92
	6/24/2015	27.11	SELL		127.17
	6/19/2015	27.17	BUY		127.71
	6/8/2015	26.28	SELL		127.97
	6/3/2015	26.34	BUY		128.52
	5/19/2015	26.583	SELL		128.78
	5/7/2015	25.51	BUY		123.83
	4/29/2015	26.396	SHORT		120.29
	4/27/2015	26.499	BUY		121.24
	4/13/2015	26.39	SELL		121.48
	3/30/2015	26.62	BUY		122.78
	3/26/2015	26.87	SELL		123.03
	3/17/2015	25.67	BUY		117.77
	3/4/2015	27.7	SELL		118.01
	2/19/2015	27.74	BUY		118.42
	2/10/2015	26.68	SELL		118.66
	2/3/2015	26.07	BUY		116.18
	1/28/2015	25.54	SHORT		119.12
	1/20/2015	25.255	BUY		118.26
	1/15/2015	25.32	SHORT		118.43
	1/9/2015	25.9	BUY		121.63
	12/22/2014	28.1	SHORT		113.25
	12/17/2014	26.85	BUY		108.65
	12/10/2014	27.2	SHORT		107.7
	12/3/2014	26.91	BUY		106.98
	11/28/2014	28.17	SELL		107.19
	11/25/2014	30.04	BUY		114.53
	11/7/2014	30.25	SELL		114.76
	10/24/2014	29.12	BUY		110.69
	10/22/2014	28.17	SHORT		115.01
	10/15/2014	28.33	BUY		116.13
	9/30/2014	30.43	SHORT		109.07
	9/26/2014	30.44	BUY		109.54
	9/19/2014	31.31	SHORT		107.01
	9/9/2014	30.65	BUY		105.17
	9/4/2014	32.21	SELL		105.38
	8/29/2014	31.525	BUY		103.35
	8/22/2014	31.68	SELL		103.56
	8/8/2014	30.84	BUY		101.02
	7/24/2014	33.73	SELL		101.22
	7/21/2014	33.82	BUY		101.69
	7/11/2014	33.98	SHORT		101.62
	7/9/2014	34.69	BUY		104.16
	6/12/2014	34.58	SELL		104.37
	6/5/2014	32.4635	BUY		98.18
	6/2/2014	32.07	SHORT		99.8
	† Trade commissions are taken as 0.20%.				
	AVAV				
	6 mo.				
	12 mo.				
	24 mo.				
	Date				
	Price				
	Signal				
					
	5/20/2016	0.88	BUY		858.87
	4/20/2016	1.012	SELL		860.59
	4/14/2016	0.9915	BUY		844.85
	3/28/2016	0.9472	SHORT		889.86
	3/21/2016	0.9314	BUY		878.53
	3/16/2016	1.035	SELL		880.29
	2/16/2016	0.8794	BUY		749.45
	2/3/2016	0.9789	SHORT		683.03
	1/25/2016	1.0111	BUY		708.33
	12/28/2015	1.23	SELL		709.75
	12/17/2015	1.0299	BUY		595.48
	12/4/2015	1.163	SHORT		536.47
	11/19/2015	1.154	BUY		534.45
	11/12/2015	1.236	SELL		535.52
	11/4/2015	1.265	BUY		549.18
	10/30/2015	1.16	SHORT		606.26
	10/28/2015	1.2068	BUY		633.25
	10/19/2015	1.2169	SHORT		630.56
	10/2/2015	1.212	BUY		630.54
	9/25/2015	1.325	SHORT		583.32
	9/14/2015	1.3935	BUY		615.94
	9/3/2015	1.3663	SHORT		630.97
	8/21/2015	1.359	BUY		630.12
	8/5/2015	1.435	SHORT		600.83
	8/3/2015	1.445	BUY		607.44
	7/22/2015	1.615	SHORT		551.79
	7/17/2015	1.643	BUY		563.61
	7/15/2015	1.567	SHORT		594.71
	7/13/2015	1.603	BUY		610.81
	6/24/2015	1.961	SHORT		518.59
	6/18/2015	2.025	BUY		537.66
	5/28/2015	2.025	SELL		538.74
	5/19/2015	1.2599	BUY		335.86
	4/24/2015	1.995	SELL		336.53
	4/16/2015	1.505	BUY		254.38
	4/10/2015	1.52	SELL		254.89
	2/26/2015	0.921	BUY		154.75
	2/23/2015	0.914	SHORT		156.57
	2/19/2015	0.9275	BUY		159.52
	2/11/2015	0.9775	SELL		159.84
	1/20/2015	0.8326	BUY		136.42
	1/13/2015	0.8373	SELL		136.69
	1/2/2015	0.851	BUY		139.21
	12/30/2014	0.859	SELL		139.49
	12/23/2014	0.8011	BUY		130.35
	11/14/2014	0.9556	SELL		130.61
	11/12/2014	0.9814	BUY		134.41
	10/23/2014	1.0373	SHORT		128.05
	10/16/2014	0.9727	BUY		120.56
	10/8/2014	1.125	SHORT		106.61
	10/6/2014	1.16	BUY		110.37
	10/2/2014	1.115	SHORT		115.47
	9/26/2014	1.16	BUY		120.61
	9/23/2014	1.155	SHORT		121.62
	9/19/2014	1.18	BUY		124.75
	8/28/2014	1.3075	SELL		125
	8/26/2014	1.3425	BUY		128.6
	8/22/2014	1.3475	SELL		128.86
	8/14/2014	1.24	BUY		118.82
	8/1/2014	1.2501	SHORT		118.34
	7/25/2014	1.203	BUY		114.34
	7/8/2014	1.5725	SELL		114.57
	6/17/2014	1.5099	BUY		110.23
	6/13/2014	1.2064	SELL		110.45
	5/29/2014	1.0879	BUY		99.8
	† Trade commissions are taken as 0.20%.				
	AVEO				
	6 mo.				
	12 mo.				
	24 mo.				
	Date				
	Price				
	Signal				
					
	5/18/2016	142.8	BUY		362.38
	5/12/2016	143.405	SHORT		362.31
	5/9/2016	142.385	BUY		361.18
	4/29/2016	146.12	SHORT		353.59
	4/27/2016	151.085	BUY		367.07
	4/15/2016	155.49	SELL		367.81
	4/14/2016	157.97	BUY		374.43
	4/12/2016	155.44	SELL		375.18
	2/25/2016	130.92	BUY		316.63
	2/18/2016	128.7	SELL		317.26
	2/12/2016	121.005	BUY		298.89
	2/3/2016	133.08	SELL		299.49
	1/25/2016	124.49	BUY		280.72
	12/31/2015	146.4	SELL		281.28
	12/21/2015	143.475	BUY		276.21
	12/18/2015	140.2	SELL		276.76
	12/16/2015	143.475	BUY		283.79
	12/9/2015	146.99	SELL		284.36
	11/17/2015	121.62	BUY		235.75
	11/10/2015	122.99	SELL		236.22
	11/2/2015	123.8	BUY		238.25
	10/27/2015	122.96	SELL		238.73
	10/15/2015	118.13	BUY		229.81
	9/17/2015	131.33	SELL		230.27
	9/8/2015	125.53	BUY		220.54
	9/1/2015	121.4	SELL		220.98
	8/27/2015	120.63	BUY		220.02
	8/13/2015	124.19	SHORT		214.75
	8/10/2015	124.91	BUY		216.86
	8/4/2015	125	SHORT		217.57
	7/29/2015	128.55	BUY		224.65
	7/24/2015	133.34	SHORT		217.73
	7/14/2015	129.99	BUY		213.11
	7/7/2015	133.81	SHORT		208.03
	7/2/2015	135.74	BUY		211.88
	6/12/2015	141.12	SELL		212.3
	5/14/2015	124.27	BUY		187.33
	5/11/2015	122.81	SHORT		190.34
	5/1/2015	121.755	BUY		189.46
	4/24/2015	123.61	SHORT		187.41
	4/22/2015	124.04	BUY		188.82
	4/17/2015	123.5499	SHORT		190.33
	4/8/2015	125.965	BUY		194.83
	3/25/2015	132.47	SELL		195.22
	3/16/2015	127.01	BUY		187.55
	3/6/2015	127.965	SELL		187.93
	2/11/2015	107.15	BUY		157.68
	2/9/2015	103.84	SELL		158
	2/4/2015	103.32	BUY		157.52
	1/27/2015	104.95	SELL		157.84
	1/16/2015	103.52	BUY		156
	1/13/2015	103.03	SELL		156.31
	1/8/2015	100.645	BUY		153
	12/24/2014	100.72	SELL		153.31
	12/18/2014	101.04	BUY		154.11
	12/8/2014	103.345	SELL		154.42
	12/3/2014	93.14	BUY		139.45
	12/1/2014	91.05	SELL		139.73
	11/6/2014	86.8	BUY		133.47
	11/4/2014	85.81	SELL		133.74
	10/16/2014	72.6701	BUY		113.49
	10/1/2014	86.91	SELL		113.72
	9/18/2014	88.27	BUY		115.73
	9/12/2014	88.275	SELL		115.96
	8/29/2014	81.91	BUY		107.81
	8/25/2014	75.945	SELL		108.03
	8/11/2014	70.5874	BUY		100.61
	8/7/2014	70.05	SHORT		101.79
